日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/06/26,永和,PM2.5,26,22,16,16,16,16,17,20,23,26,30,29,28,30,31,33,34,30,26,27,18,7,10,8
2018/06/27,永和,PM2.5,7,7,7,8,10,10,6,6,14,19,17,18,21,19,18,12,14,19,18,14,7,7,7,8
2018/06/28,永和,PM2.5,17,18,12,12,13,9,12,18,18,13,17,24,,19,25,28,24,20,21,18,15,16,17,15
2018/06/29,永和,PM2.5,12,12,15,15,15,15,15,19,24,23,20,17,16,17,16,10,7,8,9,11,11,7,10,10
2018/06/30,永和,PM2.5,10,15,13,12,10,9,9,13,18,18,20,22,24,24,23,22,19,19,21,23,19,14,12,7
2018/07/01,永和,PM2.5,4,7,8,7,8,9,10,13,16,15,15,14,13,12,13,13,13,15,18,15,10,9,13,15
2018/07/02,永和,PM2.5,10,10,7,7,8,7,8,10,8,10,16,12,7,7,9,13,11,10,10,8,7,8,6,3
2018/07/03,永和,PM2.5,4,5,6,7,8,7,7,9,10,8,8,11,13,11,13,14,12,9,11,13,13,11,8,8
2018/07/04,永和,PM2.5,7,7,10,9,8,8,7,8,10,13,13,10,10,8,9,12,12,8,7,8,7,6,7,7
2018/07/05,永和,PM2.5,8,8,7,5,5,8,8,9,12,16,15,10,13,17,13,8,9,11,11,14,15,13,13,8
2018/07/06,永和,PM2.5,6,5,7,9,8,5,6,9,11,12,16,12,12,13,14,14,10,9,12,11,7,8,13,9
2018/07/07,永和,PM2.5,7,7,5,7,6,7,9,12,15,15,19,20,19,17,12,13,15,9,5,6,11,11,7,6
2018/07/08,永和,PM2.5,6,7,8,7,7,7,7,7,7,14,13,9,10,10,10,13,16,14,8,9,8,6,9,7
2018/07/09,永和,PM2.5,7,8,9,10,9,11,11,10,13,9,7,7,5,7,7,4,6,7,4,1,3,6,4,6
2018/07/10,永和,PM2.5,6,1,3,6,4,8,8,6,9,10,10,12,10,11,9,10,15,13,7,5,7,5,6,6
2018/07/11,永和,PM2.5,4,3,1,3,2,4,7,6,4,7,13,17,19,20,18,12,10,9,9,12,11,10,13,12
2018/07/12,永和,PM2.5,10,10,10,12,15,10,10,15,12,9,9,6,4,6,5,4,7,7,6,6,4,5,4,3
2018/07/13,永和,PM2.5,4,5,9,7,2,6,1,4,7,4,,1,1,2,1,1,4,7,7,3,5,8,8,7
2018/07/14,永和,PM2.5,1,1,5,5,4,3,5,7,7,6,5,4,6,8,9,8,7,8,5,7,6,4,3,1
2018/07/15,永和,PM2.5,1,5,4,2,3,6,10,10,9,7,5,4,4,6,8,5,1,4,6,5,4,5,7,7
2018/07/16,永和,PM2.5,7,4,4,7,7,3,3,7,7,6,6,6,7,5,3,5,7,10,7,5,3,1,7,7
2018/07/17,永和,PM2.5,4,3,2,2,3,5,5,6,6,3,3,5,7,7,8,9,7,7,5,3,5,6,4,3
2018/07/18,永和,PM2.5,5,3,5,6,5,7,4,3,6,5,6,6,4,4,3,3,6,7,6,3,5,7,7,4
2018/07/19,永和,PM2.5,3,5,4,4,1,3,10,8,7,7,6,6,7,7,8,12,13,11,6,4,5,6,5,4
2018/07/20,永和,PM2.5,2,5,7,7,6,4,3,2,5,7,11,11,7,7,9,8,4,4,9,10,8,7,8,15
2018/07/21,永和,PM2.5,18,13,10,15,14,12,12,13,15,19,22,16,9,7,4,7,9,7,6,8,7,6,7,7
2018/07/22,永和,PM2.5,5,5,4,7,12,8,5,5,10,12,8,10,11,11,14,18,14,13,18,17,14,14,13,12
2018/07/23,永和,PM2.5,13,14,13,12,14,15,17,20,17,16,15,19,26,26,26,28,28,20,13,7,8,13,10,10
2018/07/24,永和,PM2.5,10,8,11,12,10,11,10,12,16,24,,35,33,28,23,26,26,20,16,14,15,16,15,15
2018/07/25,永和,PM2.5,15,13,10,8,11,15,13,12,17,24,24,26,27,26,,29,28,22,20,24,19,12,7,5
2018/07/26,永和,PM2.5,7,10,13,15,16,16,12,12,16,26,39,38,34,27,29,34,26,25,26,21,18,20,20,16
2018/07/27,永和,PM2.5,13,15,17,15,13,15,20,24,23,26,27,23,21,23,20,16,17,22,25,23,24,26,24,22
2018/07/28,永和,PM2.5,20,19,21,21,17,17,17,18,23,24,24,30,30,25,23,23,26,25,23,23,22,23,26,26
2018/07/29,永和,PM2.5,23,20,17,14,13,16,18,20,23,21,19,20,22,19,17,16,16,18,19,20,22,22,23,23
2018/07/30,永和,PM2.5,22,22,20,15,17,21,19,19,24,25,21,23,25,22,26,29,31,27,25,23,21,18,18,18
2018/07/31,永和,PM2.5,14,14,17,17,15,16,20,22,22,22,23,23,21,22,26,22,21,25,25,25,25,23,21,20
2018/08/01,永和,PM2.5,19,22,22,19,20,18,21,25,25,,,24,25,24,24,22,18,20,23,19,19,23,25,24
2018/08/02,永和,PM2.5,24,22,22,19,15,15,18,20,18,15,18,20,20,18,18,15,13,18,18,19,20,16,12,11
2018/08/03,永和,PM2.5,13,14,13,13,12,14,16,15,20,26,25,26,27,25,23,23,16,7,10,16,14,11,10,11
2018/08/04,永和,PM2.5,12,12,12,9,10,11,12,15,14,16,23,26,24,24,25,17,9,13,19,21,20,21,17,16
2018/08/05,永和,PM2.5,18,16,18,15,15,19,13,12,18,19,25,25,19,20,20,16,14,13,12,15,18,16,13,10
2018/08/06,永和,PM2.5,12,14,16,14,8,10,14,15,19,22,,26,25,23,20,17,13,9,7,7,8,10,9,4
2018/08/07,永和,PM2.5,4,7,7,7,7,9,9,8,13,14,11,18,17,10,11,11,12,11,8,7,7,7,7,7
2018/08/08,永和,PM2.5,6,8,10,9,8,8,7,9,11,15,17,13,12,10,9,7,7,9,12,12,10,8,8,9
2018/08/09,永和,PM2.5,12,13,12,11,12,12,12,15,20,28,33,36,36,27,22,20,16,17,17,17,17,14,17,17
2018/08/10,永和,PM2.5,16,20,19,17,15,18,22,25,26,27,29,29,35,34,27,26,20,17,20,25,25,23,21,21
2018/08/11,永和,PM2.5,24,26,26,28,28,23,25,31,35,38,35,31,32,34,28,26,27,27,31,37,36,26,24,24
2018/08/12,永和,PM2.5,26,28,29,31,29,26,26,30,30,26,22,22,22,24,25,24,24,26,28,26,26,26,25,22
2018/08/13,永和,PM2.5,21,20,19,19,14,13,20,22,20,26,26,17,8,6,7,7,5,7,8,9,11,12,8,6
2018/08/14,永和,PM2.5,9,7,4,6,7,7,8,9,9,11,12,13,13,13,9,9,12,10,8,10,10,11,14,12
2018/08/15,永和,PM2.5,8,7,4,4,8,4,4,10,14,15,11,11,12,16,22,16,14,15,11,17,17,10,10,12
2018/08/16,永和,PM2.5,9,12,12,7,8,8,9,12,11,9,13,17,13,12,18,20,23,20,15,14,12,15,17,17
2018/08/17,永和,PM2.5,15,12,12,10,7,8,11,10,11,11,13,17,16,19,17,10,12,15,16,15,17,16,13,10
2018/08/18,永和,PM2.5,7,4,5,8,11,7,5,8,8,13,19,21,23,24,22,19,20,16,16,15,14,19,19,15
2018/08/19,永和,PM2.5,13,12,8,8,11,12,12,9,10,11,11,16,20,18,14,16,15,12,13,12,10,9,7,7
2018/08/20,永和,PM2.5,6,7,9,7,5,5,7,8,8,11,13,10,12,17,,12,7,4,8,9,7,7,11,12
2018/08/21,永和,PM2.5,8,6,7,5,2,5,7,7,10,19,24,26,27,23,19,15,15,14,12,14,19,19,16,15
2018/08/22,永和,PM2.5,16,15,14,12,10,10,12,14,19,21,15,11,9,8,10,13,10,5,2,4,3,3,5,5
2018/08/23,永和,PM2.5,4,5,6,6,3,3,8,7,6,2,4,7,4,6,8,,4,4,6,7,5,3,5,6
2018/08/24,永和,PM2.5,7,7,6,7,7,2,2,6,4,2,,,18,17,17,18,15,14,14,14,15,12,8,4
2018/08/25,永和,PM2.5,5,6,3,4,7,8,9,9,10,12,16,16,18,17,16,19,23,20,13,11,9,7,8,9
2018/08/26,永和,PM2.5,8,6,7,7,5,6,6,7,9,7,3,4,11,13,14,18,17,20,21,24,23,18,12,7
2018/08/27,永和,PM2.5,7,10,13,14,13,12,11,9,10,15,16,19,20,16,10,4,9,18,16,9,6,5,5,6
2018/08/28,永和,PM2.5,3,1,5,7,6,5,2,2,6,6,7,13,13,9,7,7,11,10,6,4,3,5,3,3
2018/08/29,永和,PM2.5,7,6,2,3,5,5,4,8,11,7,7,11,18,22,23,18,12,12,11,9,7,3,5,7
2018/08/30,永和,PM2.5,5,3,3,6,5,7,5,7,12,10,13,15,20,21,15,10,7,7,5,7,7,5,7,4
2018/08/31,永和,PM2.5,2,3,2,1,1,2,3,2,2,7,9,10,11,15,13,7,5,4,7,11,11,12,8,2
2018/09/01,永和,PM2.5,4,7,6,5,6,7,7,9,13,18,22,23,26,29,27,20,17,22,20,19,21,18,19,15
2018/09/02,永和,PM2.5,8,8,7,3,6,7,9,14,19,24,25,27,24,18,12,11,15,12,7,7,7,9,9,7
2018/09/03,永和,PM2.5,7,11,9,10,8,5,9,12,11,12,15,14,15,18,15,10,13,15,15,18,17,14,13,17
2018/09/04,永和,PM2.5,17,16,15,11,9,10,10,11,12,13,14,,,12,18,24,25,21,16,15,13,10,8,8
2018/09/05,永和,PM2.5,9,10,10,7,6,5,5,10,16,18,19,24,28,28,30,32,28,24,22,19,17,17,18,17
2018/09/06,永和,PM2.5,16,18,18,14,10,10,13,16,17,22,27,28,26,31,39,40,36,34,32,26,27,29,25,19
2018/09/07,永和,PM2.5,17,19,19,17,16,12,11,15,21,29,29,26,27,27,18,10,8,15,26,23,19,19,16,13
2018/09/08,永和,PM2.5,11,12,12,10,9,10,11,13,16,19,20,17,20,20,17,15,10,5,4,7,6,4,6,7
2018/09/09,永和,PM2.5,7,7,7,3,4,6,6,7,7,7,6,6,4,4,6,5,7,5,3,6,4,3,5,4
2018/09/10,永和,PM2.5,4,4,4,5,5,7,7,7,8,11,12,10,7,6,6,2,2,3,5,7,5,4,3,4
2018/09/11,永和,PM2.5,3,1,1,1,1,6,6,7,7,3,1,5,7,6,8,9,5,5,5,4,7,7,4,2
2018/09/12,永和,PM2.5,6,9,7,6,7,10,9,11,22,30,31,36,36,30,28,23,21,20,15,9,3,5,4,2
2018/09/13,永和,PM2.5,6,5,2,3,5,7,8,7,9,12,6,2,6,7,,1,3,7,7,7,7,4,3,1
2018/09/14,永和,PM2.5,1,4,7,6,3,4,5,6,5,7,9,13,10,7,8,7,4,5,5,6,6,5,4,4
2018/09/15,永和,PM2.5,3,4,6,4,6,5,5,8,10,9,8,7,7,8,11,9,7,9,9,9,6,6,7,6
2018/09/16,永和,PM2.5,7,9,7,7,11,8,6,8,7,7,7,7,8,10,9,7,10,10,7,7,6,7,8,8
2018/09/17,永和,PM2.5,10,12,12,13,10,7,8,8,9,15,16,18,23,22,18,24,28,21,13,14,14,12,11,11
2018/09/18,永和,PM2.5,13,19,26,26,21,13,13,20,24,25,21,13,8,7,10,10,8,5,6,11,8,5,5,6
2018/09/19,永和,PM2.5,5,4,6,7,7,7,7,8,9,9,10,9,7,8,11,8,8,12,13,10,8,9,11,11
2018/09/20,永和,PM2.5,10,7,5,7,13,13,12,11,14,22,31,40,45,,39,36,34,37,38,32,25,20,13,10
2018/09/21,永和,PM2.5,14,18,16,17,24,24,21,21,26,33,35,32,31,35,37,34,40,43,37,27,22,22,14,13
2018/09/22,永和,PM2.5,16,21,21,17,13,13,16,16,18,23,26,26,26,25,24,26,22,24,27,29,28,23,18,16
2018/09/23,永和,PM2.5,13,8,7,6,7,10,9,10,8,11,19,19,14,12,12,10,9,18,24,33,37,27,19,18
2018/09/24,永和,PM2.5,19,13,11,9,7,8,12,10,7,11,14,13,12,11,12,13,10,9,12,16,17,11,7,7
2018/09/25,永和,PM2.5,6,5,7,10,8,5,6,11,12,14,17,13,9,13,18,18,18,14,8,12,13,14,14,15
2018/09/26,永和,PM2.5,15,11,10,12,15,16,13,14,17,15,14,13,11,14,17,20,22,19,21,22,18,17,15,14
2018/09/27,永和,PM2.5,16,15,15,12,12,14,16,17,20,21,17,14,14,15,9,7,14,13,11,12,13,11,11,12
2018/09/28,永和,PM2.5,9,9,11,11,10,9,8,14,17,15,,20,18,15,15,13,11,11,12,12,13,12,9,9
2018/09/29,永和,PM2.5,7,10,11,12,11,7,9,13,15,15,14,15,16,15,17,20,17,14,17,20,21,19,19,17
2018/09/30,永和,PM2.5,16,18,19,20,20,18,19,22,24,25,24,21,18,18,21,25,25,22,21,26,26,21,19,20
2018/10/01,永和,PM2.5,20,16,12,12,16,18,16,18,22,19,20,22,19,,27,27,29,31,31,31,33,32,28,26
2018/10/02,永和,PM2.5,23,23,24,22,17,13,13,10,10,13,10,11,14,13,14,16,13,8,10,11,12,11,7,6
2018/10/03,永和,PM2.5,3,5,8,8,7,7,7,11,13,9,7,9,10,8,7,8,9,8,10,10,7,8,10,6
2018/10/04,永和,PM2.5,6,7,7,10,12,11,9,11,13,14,13,12,12,16,17,14,15,16,16,14,12,12,10,11
2018/10/05,永和,PM2.5,11,14,14,14,19,18,19,22,23,24,23,20,22,22,19,22,23,22,24,18,11,12,12,12
2018/10/06,永和,PM2.5,13,13,13,12,13,16,15,14,16,14,12,17,21,19,20,21,20,22,22,20,17,15,16,15
2018/10/07,永和,PM2.5,12,11,13,13,13,14,15,14,14,15,17,19,20,20,17,13,16,18,15,11,11,12,11,14
2018/10/08,永和,PM2.5,16,14,11,7,6,6,8,10,12,13,,,6,6,6,9,15,15,13,15,15,14,14,10
2018/10/09,永和,PM2.5,7,9,8,6,7,8,11,13,17,20,22,20,17,14,13,16,14,14,15,12,10,12,14,8
2018/10/10,永和,PM2.5,6,8,4,1,6,9,12,15,19,16,14,17,18,23,26,29,25,22,20,16,18,23,24,23
2018/10/11,永和,PM2.5,26,27,25,18,10,8,9,7,5,7,8,7,6,2,1,3,4,7,9,9,10,8,6,6
2018/10/12,永和,PM2.5,7,6,5,5,4,5,7,8,8,7,9,10,9,7,4,7,7,6,6,6,8,8,5,4
2018/10/13,永和,PM2.5,3,4,3,1,5,7,7,8,8,10,8,6,5,6,7,7,6,5,7,9,9,7,5,7
2018/10/14,永和,PM2.5,5,7,8,8,5,5,11,12,10,8,7,7,7,7,5,6,7,8,6,8,9,7,6,3
2018/10/15,永和,PM2.5,1,1,3,1,1,1,3,1,6,7,6,8,6,6,7,7,7,6,7,9,7,5,3,5
2018/10/16,永和,PM2.5,5,5,6,4,3,2,4,7,9,12,22,24,14,12,13,9,6,6,8,7,5,5,3,2
2018/10/17,永和,PM2.5,4,5,4,5,6,4,3,6,7,7,7,7,12,10,10,14,11,10,13,15,15,12,9,11
2018/10/18,永和,PM2.5,13,12,13,18,22,21,20,23,27,28,26,23,20,19,16,14,18,21,21,18,18,21,22,20
2018/10/19,永和,PM2.5,19,17,19,20,15,17,16,17,15,13,16,15,16,,14,15,14,10,8,9,9,12,12,8
2018/10/20,永和,PM2.5,7,7,7,8,8,11,13,13,12,9,7,7,8,8,7,9,10,9,8,10,11,8,8,7
2018/10/21,永和,PM2.5,6,6,7,7,7,6,7,7,6,10,10,19,21,12,11,8,7,7,7,8,5,7,11,9
2018/10/22,永和,PM2.5,8,7,6,8,7,5,8,15,16,13,19,23,25,30,32,25,13,13,16,16,20,21,14,10
2018/10/23,永和,PM2.5,16,13,10,12,9,9,14,16,17,20,,11,10,5,5,14,21,24,25,24,23,18,12,10
2018/10/24,永和,PM2.5,11,14,12,8,9,9,11,11,8,7,7,10,10,12,11,10,12,8,8,10,10,11,9,10
2018/10/25,永和,PM2.5,10,9,9,9,8,10,12,14,14,12,12,14,13,13,16,15,15,17,14,13,16,19,19,15
2018/10/26,永和,PM2.5,13,15,12,10,12,15,17,15,18,26,35,38,36,35,29,,27,26,23,24,23,22,23,25
2018/10/27,永和,PM2.5,23,24,28,28,31,34,34,32,31,25,19,21,24,24,21,16,16,16,12,10,11,11,9,11
2018/10/28,永和,PM2.5,10,8,9,9,7,7,9,12,12,9,10,12,11,13,18,18,17,19,20,23,21,18,16,11
2018/10/29,永和,PM2.5,11,8,6,7,7,10,10,13,16,14,13,13,12,13,12,12,13,14,11,7,7,9,9,9
2018/10/30,永和,PM2.5,12,14,11,13,14,11,11,14,13,11,14,16,14,12,12,11,10,12,17,17,14,15,19,19
2018/10/31,永和,PM2.5,18,13,8,10,10,9,11,9,9,13,8,7,7,,,10,12,12,9,9,12,11,9,10
2018/11/01,永和,PM2.5,9,11,13,13,9,12,19,18,15,15,12,9,8,8,9,6,7,13,12,7,4,6,6,7
2018/11/02,永和,PM2.5,7,5,7,7,6,4,3,2,6,7,6,7,7,4,8,10,6,5,7,7,4,2,5,4
2018/11/03,永和,PM2.5,2,1,1,4,1,1,4,6,7,7,6,10,18,15,12,12,12,11,10,12,12,10,9,15
2018/11/04,永和,PM2.5,21,21,11,5,4,4,6,7,7,7,4,4,6,7,6,6,6,7,8,7,7,8,7,4
2018/11/05,永和,PM2.5,5,6,3,2,1,1,3,3,5,7,6,5,4,7,7,5,6,6,7,7,6,4,4,7
2018/11/06,永和,PM2.5,7,8,7,5,6,6,4,2,6,5,1,1,6,7,4,1,2,4,2,6,7,3,3,3
2018/11/07,永和,PM2.5,1,1,4,5,5,4,4,7,14,16,13,21,28,35,43,45,47,45,28,13,8,7,7,15
2018/11/08,永和,PM2.5,37,53,54,50,44,40,41,36,35,44,48,47,47,44,40,44,42,38,44,47,44,41,40,36
2018/11/09,永和,PM2.5,34,32,30,30,26,21,16,13,11,12,11,,7,11,13,13,14,15,15,20,23,17,16,17
2018/11/10,永和,PM2.5,17,17,14,13,15,18,16,13,13,12,9,7,5,5,7,7,7,8,6,8,10,7,6,7
2018/11/11,永和,PM2.5,9,9,6,4,7,7,7,6,8,13,26,33,34,32,26,20,20,25,30,30,26,23,18,16
2018/11/12,永和,PM2.5,19,17,18,19,16,21,23,28,30,31,33,29,32,33,27,,24,26,26,19,14,10,8,9
2018/11/13,永和,PM2.5,9,7,7,10,9,7,6,8,11,12,15,11,8,13,15,14,13,8,6,11,14,13,13,11
2018/11/14,永和,PM2.5,8,9,9,7,6,7,8,8,9,11,12,10,11,10,12,10,11,13,12,10,11,10,7,10
2018/11/15,永和,PM2.5,10,7,9,7,7,8,5,10,13,8,8,8,8,10,12,12,13,13,13,10,7,9,10,7
2018/11/16,永和,PM2.5,10,10,7,6,7,6,3,4,11,15,17,22,22,16,14,15,14,13,13,14,11,10,8,10
2018/11/17,永和,PM2.5,9,5,5,5,3,6,7,7,5,6,5,5,7,8,7,4,3,4,4,2,6,5,1,3
2018/11/18,永和,PM2.5,7,3,2,2,1,3,7,7,6,9,10,9,8,10,16,21,26,25,17,16,17,16,18,15
2018/11/19,永和,PM2.5,11,6,1,1,1,1,3,3,3,6,5,3,4,5,3,5,4,1,5,6,3,5,6,7
2018/11/20,永和,PM2.5,8,6,4,5,6,7,6,3,7,10,,,11,10,8,11,14,14,10,8,8,7,9,10
2018/11/21,永和,PM2.5,11,8,3,4,5,3,6,9,11,14,16,21,28,30,26,27,30,33,35,30,23,22,19,10
2018/11/22,永和,PM2.5,7,6,4,4,3,7,11,8,10,11,7,8,11,12,14,13,12,12,11,12,9,6,7,11
2018/11/23,永和,PM2.5,15,11,8,10,10,6,3,9,12,12,12,11,13,9,7,13,11,8,9,7,3,4,6,4
2018/11/24,永和,PM2.5,4,5,5,6,9,10,4,4,7,6,4,3,7,7,7,7,7,12,17,15,14,11,9,10
2018/11/25,永和,PM2.5,9,9,8,8,7,7,12,10,7,9,9,8,8,4,1,6,11,11,12,24,38,27,16,15
2018/11/26,永和,PM2.5,8,6,8,9,9,8,7,8,11,10,8,5,5,10,15,18,19,16,12,7,4,6,10,10
2018/11/27,永和,PM2.5,7,7,6,5,7,15,15,13,11,10,9,7,8,11,12,7,6,7,7,10,13,11,8,7
2018/11/28,永和,PM2.5,7,8,9,9,7,6,6,8,13,17,,19,18,16,16,19,23,20,20,22,17,14,14,20
2018/11/29,永和,PM2.5,22,21,19,13,11,13,16,18,14,16,15,13,14,12,12,14,16,14,16,21,24,25,22,25
2018/11/30,永和,PM2.5,25,21,19,18,18,19,20,18,16,15,18,15,11,12,14,14,13,17,18,12,10,14,18,19
2018/12/01,永和,PM2.5,16,18,18,11,10,10,7,14,18,17,23,24,23,31,37,27,30,28,14,14,14,11,11,12
2018/12/02,永和,PM2.5,11,12,12,8,8,11,13,14,14,12,8,6,7,12,11,10,10,11,13,13,27,50,38,17
2018/12/03,永和,PM2.5,13,11,13,17,20,11,6,10,10,11,16,18,17,17,20,22,26,30,33,31,22,15,16,18
2018/12/04,永和,PM2.5,15,12,13,10,8,8,8,9,9,11,13,13,15,19,26,26,25,25,23,23,30,38,33,28
2018/12/05,永和,PM2.5,26,20,17,17,15,12,9,9,11,8,7,12,15,12,12,12,11,13,12,10,9,7,5,8
2018/12/06,永和,PM2.5,8,4,6,8,13,14,10,11,13,12,13,17,31,44,38,,13,10,9,9,7,7,7,4
2018/12/07,永和,PM2.5,5,7,6,5,5,6,6,6,6,7,7,5,5,5,5,4,6,7,7,7,6,4,4,1
2018/12/08,永和,PM2.5,1,2,1,1,1,2,2,3,3,4,5,4,6,5,3,2,1,1,1,1,1,2,2,2
2018/12/09,永和,PM2.5,3,4,3,1,1,1,1,2,1,1,1,1,4,5,4,4,3,3,3,2,2,2,1,1
2018/12/10,永和,PM2.5,3,1,1,1,1,1,1,3,3,4,5,3,1,2,5,,,1,4,7,4,5,8,8
2018/12/11,永和,PM2.5,7,4,1,3,7,7,7,8,10,17,17,8,6,7,5,5,6,7,7,7,6,3,4,7
2018/12/12,永和,PM2.5,6,4,6,6,6,7,7,6,5,7,7,6,6,9,11,14,21,26,26,26,26,29,30,28
2018/12/13,永和,PM2.5,25,19,19,20,17,15,15,10,7,7,7,12,12,10,12,7,7,14,11,7,7,9,9,7
2018/12/14,永和,PM2.5,6,3,3,6,7,7,7,7,7,9,7,8,8,8,7,5,6,7,10,9,7,10,11,11
2018/12/15,永和,PM2.5,11,11,11,6,4,4,4,5,5,7,8,7,2,1,4,6,8,9,6,4,5,6,6,3
2018/12/16,永和,PM2.5,1,4,4,6,11,11,9,7,5,16,24,16,13,18,20,16,13,14,15,15,12,10,9,7
2018/12/17,永和,PM2.5,7,9,12,15,15,14,15,23,24,19,24,27,26,25,27,26,23,20,15,14,18,22,21,20
2018/12/18,永和,PM2.5,18,14,15,17,14,14,16,17,18,15,13,13,13,16,13,10,12,12,12,10,10,12,16,15
2018/12/19,永和,PM2.5,11,11,11,10,10,13,14,13,16,16,14,13,9,10,13,11,9,12,12,11,15,16,13,12
2018/12/20,永和,PM2.5,13,13,15,15,13,11,11,15,17,14,15,22,25,23,34,32,25,31,28,27,26,22,22,24
2018/12/21,永和,PM2.5,23,18,15,12,13,16,16,15,21,,38,40,,26,26,31,28,22,19,13,9,9,10,10
2018/12/22,永和,PM2.5,10,9,13,17,18,20,18,17,20,27,40,43,40,45,52,53,49,41,34,36,31,26,26,23
2018/12/23,永和,PM2.5,22,19,15,14,14,19,16,11,11,7,6,9,8,5,2,4,5,6,8,7,2,2,4,4
2018/12/24,永和,PM2.5,7,8,5,3,5,2,2,4,1,1,4,7,5,1,2,3,5,8,7,4,4,6,7,6
2018/12/25,永和,PM2.5,7,7,5,6,6,4,5,6,5,7,6,6,7,4,5,8,7,7,9,10,8,8,10,14
2018/12/26,永和,PM2.5,17,15,12,7,4,7,11,11,10,13,20,21,20,12,9,12,9,6,5,6,6,6,8,11
2018/12/27,永和,PM2.5,7,4,7,8,7,7,6,4,7,7,,6,7,5,2,6,8,7,6,7,7,7,8,6
2018/12/28,永和,PM2.5,1,1,4,7,8,8,9,7,7,9,9,8,7,13,20,16,11,12,10,8,5,8,11,11
2018/12/29,永和,PM2.5,12,11,8,5,8,8,7,9,8,8,8,7,7,7,7,10,9,7,7,3,3,3,2,2
2018/12/30,永和,PM2.5,1,2,3,3,4,2,2,3,2,3,6,4,3,4,4,1,1,4,4,4,7,9,9,6
2018/12/31,永和,PM2.5,5,4,6,3,1,1,1,1,2,2,3,3,,2,2,3,5,4,3,3,5,6,3,1
